Data from USB2G147421__12__12-43-36-338.txt Node

Date: Tue Jun 28 12:43:36 UTC 2022
User: yes
Spectrometer: USB2G14742
Trigger mode: 4
Integration Time (sec): 2.000000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
339.471	-152.78
339.856	-0.78
340.241	-0.78
340.625	-5.78
341.01	-0.78
341.395	34.22
341.779	12.22
342.163	8.22
342.548	16.22
342.932	12.22
343.317	3.22
343.701	7.22
344.085	13.22
344.469	7.22
344.853	5.22
345.238	4.22
345.622	11.22
346.006	26.22
346.39	4.22
346.774	7.22
347.157	11.22
347.541	11.22
347.925	1.22
348.309	11.22
348.693	30.22
349.076	11.22
349.46	24.22
349.843	20.22
350.227	10.22
350.61	60.22
350.994	13.22
351.377	14.22
351.761	37.22
352.144	22.22
352.527	7.22
352.91	8.22
353.294	7.22
353.677	16.22
354.06	13.22
354.443	92.22
354.826	8.22
355.209	9.22
355.592	8.22
355.975	6.22
356.358	18.22
356.74	15.22
357.123	9.22
357.506	7.22
357.889	16.22
358.271	18.22
358.654	5.22
359.036	16.22
359.419	9.22
359.801	13.22
360.184	13.22
360.566	9.22
360.948	24.22
361.331	8.22
361.713	5.22
362.095	11.22
362.477	2.22
362.859	10.22
363.241	16.22
363.623	8.22
364.005	28.22
364.387	21.22
364.769	16.22
365.151	15.22
365.533	30.22
365.915	27.22
366.296	9.22
366.678	53.22
367.06	12.22
367.441	20.22
367.823	23.22
368.204	11.22
368.586	6.22
368.967	17.22
369.348	23.22
369.73	17.22
370.111	13.22
370.492	4.22
370.873	19.22
371.255	39.22
371.636	12.22
372.017	15.22
372.398	19.22
372.779	19.22
373.16	11.22
373.54	1.22
373.921	6.22
374.302	12.22
374.683	9.22
375.064	12.22
375.444	6.22
375.825	19.22
376.205	13.22
376.586	20.22
376.966	11.22
377.347	20.22
377.727	18.22
378.108	8.22
378.488	12.22
378.868	5.22
379.248	13.22
379.629	11.22
380.009	41.22
380.389	13.22
380.769	16.22
381.149	12.22
381.529	23.22
381.909	29.22
382.289	13.22
382.668	95.22
383.048	12.22
383.428	7.22
383.808	6.22
384.187	13.22
384.567	16.22
384.946	5.22
385.326	15.22
385.705	27.22
386.085	12.22
386.464	24.22
386.844	19.22
387.223	15.22
387.602	16.22
387.981	19.22
388.361	13.22
388.74	22.22
389.119	10.22
389.498	19.22
389.877	13.22
390.256	9.22
390.635	20.22
391.013	15.22
391.392	11.22
391.771	51.22
392.15	23.22
392.528	15.22
392.907	11.22
393.286	23.22
393.664	24.22
394.043	9.22
394.421	14.22
394.8	15.22
395.178	5.22
395.556	15.22
395.935	17.22
396.313	11.22
396.691	17.22
397.069	13.22
397.447	7.22
397.825	16.22
398.203	10.22
398.581	21.22
398.959	13.22
399.337	15.22
399.715	71.22
400.093	7.22
400.471	8.22
400.848	7.22
401.226	15.22
401.604	17.22
401.981	7.22
402.359	16.22
402.736	12.22
403.114	45.22
403.491	22.22
403.868	22.22
404.246	55.22
404.623	31.22
405	13.22
405.377	9.22
405.755	20.22
406.132	5.22
406.509	8.22
406.886	15.22
407.263	19.22
407.64	12.22
408.017	19.22
408.393	17.22
408.77	18.22
409.147	10.22
409.524	11.22
409.9	17.22
410.277	17.22
410.653	14.22
411.03	18.22
411.406	10.22
411.783	31.22
412.159	19.22
412.536	17.22
412.912	7.22
413.288	22.22
413.664	7.22
414.04	5.22
414.417	20.22
414.793	7.22
415.169	19.22
415.545	24.22
415.921	20.22
416.297	32.22
416.672	8.22
417.048	11.22
417.424	9.22
417.8	44.22
418.175	10.22
418.551	8.22
418.927	8.22
419.302	67.22
419.678	24.22
420.053	9.22
420.429	19.22
420.804	15.22
421.179	7.22
421.554	14.22
421.93	10.22
422.305	66.22
422.68	21.22
423.055	13.22
423.43	13.22
423.805	14.22
424.18	8.22
424.555	17.22
424.93	11.22
425.305	11.22
425.68	12.22
426.054	13.22
426.429	13.22
426.804	15.22
427.178	17.22
427.553	9.22
427.927	73.22
428.302	14.22
428.676	16.22
429.051	16.22
429.425	7.22
429.799	20.22
430.174	17.22
430.548	10.22
430.922	25.22
431.296	12.22
431.67	26.22
432.044	26.22
432.418	12.22
432.792	9.22
433.166	11.22
433.54	20.22
433.914	22.22
434.287	21.22
434.661	14.22
435.035	14.22
435.408	17.22
435.782	15.22
436.156	19.22
436.529	56.22
436.903	8.22
437.276	10.22
437.649	27.22
438.023	57.22
438.396	22.22
438.769	15.22
439.142	22.22
439.515	20.22
439.889	20.22
440.262	15.22
440.635	27.22
441.008	25.22
441.38	21.22
441.753	20.22
442.126	18.22
442.499	20.22
442.872	77.22
443.244	59.22
443.617	10.22
443.99	21.22
444.362	24.22
444.735	10.22
445.107	18.22
445.48	48.22
445.852	17.22
446.224	20.22
446.597	19.22
446.969	23.22
447.341	27.22
447.713	27.22
448.085	15.22
448.457	25.22
448.829	19.22
449.201	36.22
449.573	23.22
449.945	33.22
450.317	16.22
450.689	20.22
451.061	25.22
451.432	20.22
451.804	28.22
452.176	43.22
452.547	26.22
452.919	26.22
453.29	26.22
