Data from USB2G147421__43__12-56-40-614.txt Node

Date: Tue Jun 28 12:56:40 UTC 2022
User: yes
Spectrometer: USB2G14742
Trigger mode: 4
Integration Time (sec): 2.000000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
339.471	-151.94
339.856	-3.94
340.241	-6.94
340.625	-3.94
341.01	-0.94
341.395	36.06
341.779	13.06
342.163	8.06
342.548	8.06
342.932	14.06
343.317	14.06
343.701	12.06
344.085	10.06
344.469	4.06
344.853	8.06
345.238	4.06
345.622	10.06
346.006	26.06
346.39	2.06
346.774	13.06
347.157	13.06
347.541	7.06
347.925	9.06
348.309	7.06
348.693	29.06
349.076	14.06
349.46	29.06
349.843	14.06
350.227	14.06
350.61	68.06
350.994	17.06
351.377	14.06
351.761	31.06
352.144	23.06
352.527	8.06
352.91	9.06
353.294	12.06
353.677	14.06
354.06	17.06
354.443	89.06
354.826	7.06
355.209	6.06
355.592	10.06
355.975	6.06
356.358	21.06
356.74	17.06
357.123	12.06
357.506	9.06
357.889	12.06
358.271	14.06
358.654	6.06
359.036	17.06
359.419	15.06
359.801	11.06
360.184	14.06
360.566	17.06
360.948	30.06
361.331	13.06
361.713	8.06
362.095	24.06
362.477	7.06
362.859	16.06
363.241	10.06
363.623	16.06
364.005	23.06
364.387	23.06
364.769	11.06
365.151	14.06
365.533	35.06
365.915	27.06
366.296	8.06
366.678	64.06
367.06	15.06
367.441	16.06
367.823	26.06
368.204	12.06
368.586	15.06
368.967	20.06
369.348	21.06
369.73	16.06
370.111	11.06
370.492	6.06
370.873	20.06
371.255	42.06
371.636	14.06
372.017	16.06
372.398	20.06
372.779	17.06
373.16	12.06
373.54	7.06
373.921	17.06
374.302	8.06
374.683	12.06
375.064	13.06
375.444	5.06
375.825	13.06
376.205	3.06
376.586	19.06
376.966	11.06
377.347	18.06
377.727	14.06
378.108	16.06
378.488	13.06
378.868	8.06
379.248	14.06
379.629	12.06
380.009	40.06
380.389	9.06
380.769	15.06
381.149	11.06
381.529	29.06
381.909	26.06
382.289	13.06
382.668	88.06
383.048	12.06
383.428	8.06
383.808	8.06
384.187	12.06
384.567	13.06
384.946	8.06
385.326	18.06
385.705	20.06
386.085	7.06
386.464	28.06
386.844	17.06
387.223	14.06
387.602	16.06
387.981	23.06
388.361	16.06
388.74	22.06
389.119	11.06
389.498	21.06
389.877	16.06
390.256	5.06
390.635	20.06
391.013	16.06
391.392	8.06
391.771	50.06
392.15	21.06
392.528	13.06
392.907	10.06
393.286	20.06
393.664	20.06
394.043	11.06
394.421	23.06
394.8	10.06
395.178	14.06
395.556	19.06
395.935	17.06
396.313	13.06
396.691	26.06
397.069	10.06
397.447	6.06
397.825	16.06
398.203	9.06
398.581	24.06
398.959	12.06
399.337	22.06
399.715	69.06
400.093	8.06
400.471	12.06
400.848	7.06
401.226	8.06
401.604	12.06
401.981	14.06
402.359	14.06
402.736	11.06
403.114	38.06
403.491	23.06
403.868	21.06
404.246	53.06
404.623	31.06
405	15.06
405.377	7.06
405.755	15.06
406.132	8.06
406.509	6.06
406.886	17.06
407.263	25.06
407.64	4.06
408.017	19.06
408.393	18.06
408.77	20.06
409.147	16.06
409.524	18.06
409.9	17.06
410.277	15.06
410.653	18.06
411.03	18.06
411.406	10.06
411.783	43.06
412.159	17.06
412.536	20.06
412.912	12.06
413.288	25.06
413.664	8.06
414.04	8.06
414.417	20.06
414.793	14.06
415.169	18.06
415.545	25.06
415.921	19.06
416.297	34.06
416.672	10.06
417.048	22.06
417.424	14.06
417.8	41.06
418.175	13.06
418.551	12.06
418.927	10.06
419.302	72.06
419.678	27.06
420.053	10.06
420.429	15.06
420.804	15.06
421.179	2.06
421.554	11.06
421.93	10.06
422.305	61.06
422.68	20.06
423.055	11.06
423.43	17.06
423.805	16.06
424.18	11.06
424.555	18.06
424.93	11.06
425.305	9.06
425.68	18.06
426.054	14.06
426.429	13.06
426.804	15.06
427.178	24.06
427.553	9.06
427.927	56.06
428.302	14.06
428.676	15.06
429.051	17.06
429.425	11.06
429.799	27.06
430.174	12.06
430.548	14.06
430.922	26.06
431.296	10.06
431.67	22.06
432.044	24.06
432.418	9.06
432.792	11.06
433.166	12.06
433.54	19.06
433.914	25.06
434.287	19.06
434.661	9.06
435.035	14.06
435.408	14.06
435.782	16.06
436.156	20.06
436.529	56.06
436.903	7.06
437.276	15.06
437.649	32.06
438.023	58.06
438.396	16.06
438.769	17.06
439.142	19.06
439.515	31.06
439.889	21.06
440.262	22.06
440.635	36.06
441.008	30.06
441.38	25.06
441.753	23.06
442.126	17.06
442.499	16.06
442.872	80.06
443.244	62.06
443.617	12.06
443.99	30.06
444.362	21.06
444.735	9.06
445.107	21.06
445.48	51.06
445.852	15.06
446.224	19.06
446.597	12.06
446.969	27.06
447.341	36.06
447.713	28.06
448.085	13.06
448.457	25.06
448.829	16.06
449.201	34.06
449.573	28.06
449.945	28.06
450.317	18.06
450.689	20.06
451.061	23.06
451.432	21.06
451.804	26.06
452.176	36.06
452.547	24.06
452.919	24.06
453.29	29.06
453.662	20.06
454.033	19.06
454.404	39.06
454.776	23.06
455.147	25.06
455.518	23.06
455.889	27.06
456.26	27.06
456.631	25.06
457.002	24.06
457.373	24.06
457.744	40.06
458.115	24.06
458.486	26.06
458.857	12.06
459.228	22.06
459.598	18.06
459.969	18.06
460.34	34.06
460.71	18.06
461.081	17.06
461.451	26.06
461.822	25.06
462.192	11.06
462.563	13.06
462.933	22.06
463.303	20.06
463.673	28.06
464.044	21.06
464.414	24.06
464.784	24.06
465.154	20.06
465.524	18.06
465.894	23.06
466.264	17.06
466.634	25.06
467.003	25.06
467.373	22.06
467.743	28.06
468.113	25.06
468.482	22.06
468.852	24.06
469.221	26.06
469.591	19.06
469.96	30.06
470.33	14.06
470.699	79.06
471.068	16.06
471.438	20.06
471.807	32.06
472.176	29.06
472.545	42.06
472.914	12.06
473.283	27.06
473.652	19.06
474.021	38.06
474.39	23.06
474.759	29.06
475.128	19.06
475.497	9.06
475.865	15.06
476.234	26.06
476.603	18.06
476.971	16.06
477.34	18.06
477.708	29.06
478.077	15.06
478.445	20.06
478.814	19.06
479.182	25.06
479.55	24.06
479.919	20.06
480.287	21.06
480.655	31.06
481.023	15.06
481.391	14.06
481.759	20.06
482.127	19.06
482.495	19.06
482.863	24.06
483.231	12.06
483.598	21.06
483.966	27.06
484.334	21.06
484.701	24.06
485.069	26.06
485.437	44.06
485.804	21.06
486.172	23.06
486.539	24.06
486.906	17.06
487.274	32.06
487.641	22.06
488.008	22.06
488.375	39.06
488.743	26.06
489.11	20.06
489.477	15.06
489.844	20.06
490.211	25.06
490.578	18.06
490.945	31.06
491.311	25.06
491.678	26.06
492.045	41.06
492.412	17.06
492.778	20.06
493.145	34.06
493.511	23.06
493.878	30.06
494.244	18.06
494.611	31.06
494.977	24.06
495.344	14.06
495.71	67.06
496.076	21.06
496.442	39.06
496.808	19.06
497.175	32.06
497.541	20.06
497.907	27.06
498.273	35.06
498.638	44.06
499.004	24.06
499.37	21.06
499.736	61.06
500.102	18.06
